user_id,group,device,age_group,session_duration_sec,add_to_cart,checkout,purchased,order_value
U03550,control,mobile,18-24,44,0,0,0,0
U08364,treatment,mobile,18-24,100,0,0,0,0
U04204,control,tablet,25-34,128,0,0,0,0
U09311,treatment,mobile,18-24,103,1,1,0,0
U08937,treatment,mobile,35-44,147,0,0,0,0
U06186,treatment,mobile,45+,118,0,0,0,0
U01640,control,tablet,25-34,85,1,0,0,0
U00061,control,mobile,45+,76,0,0,0,0
U01241,control,desktop,45+,94,0,0,0,0
U05761,treatment,tablet,18-24,117,0,0,0,0
U05137,treatment,mobile,25-34,125,0,0,0,0
U02344,control,mobile,25-34,110,1,0,0,0
U02121,control,desktop,45+,141,1,0,0,0
U01525,control,mobile,18-24,121,1,0,0,0
U07618,treatment,desktop,25-34,52,1,0,0,0
U00154,control,mobile,35-44,80,1,0,0,0
U00482,control,desktop,18-24,104,0,0,0,0
U06123,treatment,mobile,25-34,123,1,1,1,199731
U07675,treatment,mobile,25-34,141,1,1,1,224415
U07102,treatment,mobile,35-44,142,1,0,0,0
U01763,control,mobile,18-24,84,0,0,0,0
U07716,treatment,mobile,18-24,95,0,0,0,0
U09082,treatment,mobile,18-24,72,1,1,1,253118
U07480,treatment,desktop,35-44,118,0,0,0,0
U06213,treatment,mobile,18-24,107,0,0,0,0
U04854,control,mobile,25-34,101,1,1,1,137223
U02712,control,mobile,25-34,128,1,1,0,0
U06767,treatment,mobile,25-34,121,0,0,0,0
U04151,control,mobile,25-34,127,1,1,1,266830
U01334,control,tablet,25-34,91,0,0,0,0
U08379,treatment,mobile,18-24,122,0,0,0,0
U09390,treatment,mobile,35-44,112,0,0,0,0
U09708,treatment,mobile,25-34,118,0,0,0,0
U09122,treatment,mobile,25-34,48,1,1,1,162724
U03851,control,mobile,45+,114,1,1,1,263723
U08341,treatment,tablet,25-34,99,0,0,0,0
U04125,control,desktop,25-34,123,0,0,0,0
U08964,treatment,mobile,18-24,43,1,1,1,152946
U04789,control,mobile,25-34,130,0,0,0,0
U02867,control,mobile,18-24,10,1,1,1,180604
U01387,control,desktop,25-34,107,0,0,0,0
U05942,treatment,mobile,25-34,106,0,0,0,0
U03068,control,tablet,25-34,64,1,1,0,0
U09059,treatment,mobile,35-44,135,0,0,0,0
U03630,control,desktop,25-34,66,0,0,0,0
U09456,treatment,mobile,45+,39,0,0,0,0
U08950,treatment,desktop,25-34,94,0,0,0,0
U03029,control,desktop,25-34,63,1,1,1,245482
U02970,control,mobile,35-44,112,0,0,0,0
U08647,treatment,mobile,35-44,127,0,0,0,0
U06137,treatment,mobile,25-34,65,0,0,0,0
U08802,treatment,desktop,18-24,88,0,0,0,0
U04264,control,mobile,25-34,96,1,1,1,247173
U00646,control,desktop,18-24,152,0,0,0,0
U09654,treatment,mobile,25-34,75,1,0,0,0
U02075,control,desktop,25-34,140,1,0,0,0
U00342,control,mobile,45+,94,0,0,0,0
U08042,treatment,mobile,35-44,121,1,0,0,0
U01623,control,mobile,25-34,123,0,0,0,0
U07142,treatment,mobile,18-24,120,0,0,0,0
U05797,treatment,tablet,35-44,101,0,0,0,0
U07185,treatment,desktop,35-44,124,1,1,0,0
U08233,treatment,mobile,18-24,109,1,1,1,186750
U05476,treatment,mobile,35-44,74,1,1,1,260129
U09253,treatment,mobile,18-24,112,1,0,0,0
U00075,control,desktop,45+,97,0,0,0,0
U08634,treatment,desktop,25-34,93,1,0,0,0
U09230,treatment,mobile,25-34,59,1,1,1,147979
U02052,control,mobile,25-34,101,1,0,0,0
U02542,control,desktop,18-24,78,0,0,0,0
U01302,control,tablet,25-34,80,0,0,0,0
U05878,treatment,tablet,25-34,128,0,0,0,0
U07369,treatment,desktop,35-44,151,1,1,1,186122
U01305,control,desktop,25-34,61,1,1,0,0
U08429,treatment,desktop,18-24,160,1,0,0,0
U09095,treatment,mobile,45+,72,1,1,1,247293
U02600,control,mobile,18-24,99,0,0,0,0
U02574,control,mobile,35-44,66,0,0,0,0
U03187,control,mobile,18-24,101,1,1,1,184984
U02769,control,mobile,18-24,96,0,0,0,0
U04832,control,desktop,35-44,112,0,0,0,0
U04224,control,desktop,18-24,85,1,0,0,0
U09650,treatment,desktop,45+,99,0,0,0,0
U02107,control,desktop,18-24,125,1,1,1,144731
U02680,control,mobile,18-24,86,0,0,0,0
U01388,control,mobile,35-44,106,0,0,0,0
U08932,treatment,mobile,18-24,82,0,0,0,0
U09660,treatment,mobile,45+,134,1,0,0,0
U07084,treatment,mobile,25-34,93,1,0,0,0
U01280,control,mobile,18-24,81,1,1,1,228971
U00805,control,mobile,25-34,147,0,0,0,0
U01556,control,mobile,35-44,73,0,0,0,0
U09487,treatment,mobile,18-24,88,0,0,0,0
U04567,control,mobile,25-34,86,0,0,0,0
U09670,treatment,mobile,18-24,99,1,1,1,86752
U04842,control,tablet,45+,140,0,0,0,0
U03595,control,mobile,35-44,132,1,1,1,180070
U06036,treatment,desktop,25-34,153,1,1,1,115034
U06853,treatment,desktop,45+,111,1,1,1,172444
U08706,treatment,desktop,18-24,131,0,0,0,0
U04178,control,desktop,35-44,108,1,1,1,188810
U01309,control,mobile,25-34,102,1,1,1,101300
U03453,control,desktop,25-34,141,0,0,0,0
U03696,control,mobile,25-34,121,1,1,1,111811
U04243,control,desktop,25-34,106,0,0,0,0
U02199,control,mobile,45+,82,1,0,0,0
U04426,control,mobile,35-44,103,0,0,0,0
U06151,treatment,mobile,25-34,138,0,0,0,0
U00944,control,desktop,35-44,86,0,0,0,0
U00823,control,mobile,35-44,103,0,0,0,0
U05006,treatment,mobile,18-24,122,0,0,0,0
U06613,treatment,mobile,35-44,83,1,1,1,188804
U08357,treatment,mobile,18-24,87,1,1,1,207223
U05620,treatment,mobile,25-34,117,0,0,0,0
U04548,control,desktop,18-24,59,0,0,0,0
U02539,control,desktop,25-34,143,1,1,0,0
U05208,treatment,mobile,25-34,80,0,0,0,0
U09515,treatment,mobile,25-34,100,0,0,0,0
U09010,treatment,desktop,45+,100,1,0,0,0
U03055,control,desktop,35-44,74,1,0,0,0
U03676,control,mobile,25-34,104,0,0,0,0
U07777,treatment,desktop,18-24,114,1,0,0,0
U07219,treatment,desktop,25-34,171,0,0,0,0
U06723,treatment,mobile,18-24,140,1,1,0,0
U03301,control,mobile,35-44,122,0,0,0,0
U03311,control,desktop,25-34,124,0,0,0,0
U07222,treatment,mobile,18-24,81,0,0,0,0
U08520,treatment,desktop,35-44,146,0,0,0,0
U05955,treatment,desktop,25-34,89,0,0,0,0
U00833,control,mobile,35-44,103,0,0,0,0
U03463,control,desktop,18-24,69,1,1,1,252673
U07644,treatment,mobile,25-34,80,1,0,0,0
U00055,control,mobile,25-34,135,0,0,0,0
U03452,control,desktop,18-24,111,1,1,1,237899
U06306,treatment,mobile,18-24,127,1,0,0,0
U01482,control,mobile,25-34,62,1,0,0,0
U04874,control,mobile,18-24,116,0,0,0,0
U08039,treatment,tablet,25-34,107,0,0,0,0
U03336,control,desktop,25-34,100,0,0,0,0
U06017,treatment,desktop,18-24,118,0,0,0,0
U04927,control,mobile,25-34,99,1,0,0,0
U05798,treatment,desktop,35-44,122,0,0,0,0
U09832,treatment,mobile,25-34,114,0,0,0,0
U05084,treatment,desktop,25-34,97,0,0,0,0
U06646,treatment,desktop,35-44,72,0,0,0,0
U05491,treatment,desktop,45+,144,0,0,0,0
U00769,control,mobile,18-24,106,0,0,0,0
U02066,control,desktop,25-34,110,1,1,0,0
U09501,treatment,desktop,35-44,148,0,0,0,0
U07312,treatment,desktop,35-44,140,1,1,0,0
U08478,treatment,mobile,35-44,148,0,0,0,0
U04525,control,desktop,18-24,85,0,0,0,0
U02718,control,tablet,45+,87,0,0,0,0
U02080,control,desktop,35-44,42,0,0,0,0
U08915,treatment,mobile,35-44,119,1,0,0,0
U00952,control,desktop,18-24,72,0,0,0,0
U08059,treatment,desktop,45+,141,0,0,0,0
U02483,control,tablet,25-34,67,1,0,0,0
U01760,control,mobile,18-24,99,1,1,0,0
U04423,control,mobile,25-34,35,0,0,0,0
U06705,treatment,desktop,45+,115,1,0,0,0
U05183,treatment,mobile,18-24,95,0,0,0,0
U08534,treatment,desktop,18-24,162,0,0,0,0
U03702,control,desktop,35-44,109,0,0,0,0
U04244,control,mobile,35-44,143,0,0,0,0
U00689,control,desktop,18-24,74,0,0,0,0
U03433,control,desktop,18-24,110,1,1,0,0
U04945,control,desktop,18-24,159,1,0,0,0
U00967,control,desktop,45+,103,0,0,0,0
U09485,treatment,desktop,35-44,93,0,0,0,0
U02714,control,mobile,25-34,74,1,1,1,171154
U04758,control,desktop,45+,114,1,1,1,196453
U09546,treatment,desktop,25-34,160,1,1,1,190377
U06321,treatment,tablet,25-34,98,0,0,0,0
U05976,treatment,mobile,35-44,123,0,0,0,0
U03573,control,desktop,18-24,60,0,0,0,0
U05300,treatment,mobile,25-34,114,0,0,0,0
U01991,control,desktop,45+,132,0,0,0,0
U01206,control,desktop,45+,84,0,0,0,0
U04972,control,desktop,45+,98,0,0,0,0
U06784,treatment,mobile,18-24,103,0,0,0,0
U03601,control,mobile,25-34,111,0,0,0,0
U06491,treatment,mobile,25-34,119,0,0,0,0
U08610,treatment,desktop,18-24,165,1,0,0,0
U09979,treatment,mobile,45+,83,0,0,0,0
U08071,treatment,desktop,25-34,124,1,1,1,185923
U08578,treatment,desktop,18-24,115,1,0,0,0
U07974,treatment,mobile,25-34,69,1,0,0,0
U01626,control,desktop,18-24,70,0,0,0,0
U00537,control,desktop,18-24,99,1,0,0,0
U08767,treatment,desktop,25-34,79,1,0,0,0
U07971,treatment,mobile,25-34,117,0,0,0,0
U04213,control,mobile,18-24,81,1,1,1,106518
U06457,treatment,mobile,18-24,169,0,0,0,0
U03508,control,mobile,25-34,140,0,0,0,0
U08394,treatment,desktop,18-24,65,1,1,1,148736
U07113,treatment,desktop,25-34,110,1,0,0,0
U02709,control,mobile,25-34,129,1,1,1,244650
U05032,treatment,tablet,25-34,152,1,0,0,0
U06515,treatment,desktop,35-44,117,0,0,0,0
U04663,control,mobile,18-24,82,0,0,0,0
U04022,control,mobile,35-44,104,0,0,0,0
U01855,control,desktop,18-24,81,1,1,1,187236
U09426,treatment,mobile,18-24,138,0,0,0,0
U02873,control,desktop,45+,121,1,1,1,177380
U03031,control,mobile,25-34,82,0,0,0,0
U01646,control,desktop,25-34,91,1,0,0,0
U03418,control,desktop,25-34,107,0,0,0,0
U03477,control,tablet,18-24,94,1,1,1,190673
U09553,treatment,mobile,45+,116,1,1,1,245128
U01793,control,mobile,25-34,170,0,0,0,0
U03798,control,mobile,25-34,58,0,0,0,0
U03369,control,mobile,25-34,127,0,0,0,0
U07197,treatment,mobile,18-24,146,1,0,0,0
U09642,treatment,mobile,45+,109,0,0,0,0
U05110,treatment,mobile,25-34,85,0,0,0,0
U06025,treatment,tablet,18-24,106,0,0,0,0
U08796,treatment,mobile,18-24,114,0,0,0,0
U09295,treatment,mobile,35-44,70,1,1,1,190060
U00127,control,desktop,25-34,60,0,0,0,0
U05960,treatment,desktop,18-24,127,0,0,0,0
U03877,control,mobile,18-24,52,0,0,0,0
U04452,control,mobile,25-34,85,0,0,0,0
U07148,treatment,desktop,45+,108,0,0,0,0
U03532,control,desktop,18-24,105,0,0,0,0
U00828,control,mobile,18-24,122,0,0,0,0
U07791,treatment,desktop,25-34,74,0,0,0,0
U00985,control,desktop,18-24,147,0,0,0,0
U07784,treatment,desktop,18-24,136,0,0,0,0
U02444,control,desktop,25-34,65,1,1,1,130768
U08555,treatment,mobile,35-44,94,0,0,0,0
U00346,control,desktop,25-34,54,1,1,1,79006
U00815,control,desktop,18-24,128,0,0,0,0
U06167,treatment,mobile,18-24,124,0,0,0,0
U05780,treatment,desktop,18-24,86,0,0,0,0
U02117,control,mobile,35-44,62,0,0,0,0
U00794,control,desktop,45+,91,0,0,0,0
U06899,treatment,mobile,18-24,140,0,0,0,0
U02675,control,desktop,25-34,61,0,0,0,0
U00095,control,desktop,18-24,73,0,0,0,0
U04226,control,desktop,45+,76,1,1,0,0
U03757,control,mobile,18-24,138,0,0,0,0
U02892,control,desktop,25-34,80,0,0,0,0
U02372,control,desktop,25-34,83,0,0,0,0
U09389,treatment,desktop,25-34,133,1,1,1,192781
U03229,control,mobile,25-34,73,1,1,1,114173
U07864,treatment,mobile,35-44,130,0,0,0,0
U06360,treatment,tablet,18-24,150,1,0,0,0
U09197,treatment,desktop,25-34,98,1,1,1,137671
U07327,treatment,mobile,18-24,113,1,1,1,111146
U06029,treatment,mobile,18-24,109,1,0,0,0
U01866,control,tablet,25-34,85,0,0,0,0
U04613,control,mobile,45+,84,1,1,0,0
U02646,control,mobile,25-34,108,0,0,0,0
U02244,control,tablet,25-34,70,0,0,0,0
U05374,treatment,mobile,25-34,102,0,0,0,0
U02337,control,mobile,18-24,129,0,0,0,0
U00951,control,desktop,18-24,151,1,0,0,0
U01121,control,desktop,18-24,100,1,0,0,0
U02205,control,desktop,45+,69,0,0,0,0
U00420,control,desktop,25-34,80,0,0,0,0
U00923,control,desktop,18-24,102,0,0,0,0
U08670,treatment,desktop,25-34,89,0,0,0,0
U05409,treatment,desktop,45+,79,1,1,1,256043
U05789,treatment,mobile,18-24,121,0,0,0,0
U05743,treatment,mobile,25-34,107,1,0,0,0
U07668,treatment,desktop,18-24,88,0,0,0,0
U05568,treatment,mobile,25-34,87,1,1,1,126842
U08136,treatment,mobile,18-24,136,0,0,0,0
U01203,control,mobile,45+,116,1,1,1,107110
U05766,treatment,desktop,25-34,125,0,0,0,0
U08390,treatment,mobile,45+,72,0,0,0,0
U01971,control,mobile,18-24,96,0,0,0,0
U04019,control,mobile,18-24,112,1,0,0,0
U03688,control,mobile,18-24,66,1,1,0,0
U01998,control,mobile,45+,86,0,0,0,0
U04034,control,tablet,35-44,122,0,0,0,0
U01249,control,tablet,35-44,79,0,0,0,0
U02193,control,desktop,25-34,21,1,0,0,0
U02713,control,mobile,18-24,136,0,0,0,0
U02191,control,mobile,25-34,81,1,1,1,111115
U04671,control,mobile,25-34,62,1,1,0,0
U05143,treatment,desktop,18-24,131,0,0,0,0
U05985,treatment,desktop,18-24,79,0,0,0,0
U06566,treatment,tablet,35-44,151,1,0,0,0
U07805,treatment,mobile,35-44,63,1,0,0,0
U06944,treatment,tablet,35-44,116,0,0,0,0
U02137,control,mobile,35-44,85,0,0,0,0
U01066,control,desktop,35-44,48,0,0,0,0
U00601,control,mobile,18-24,170,1,0,0,0
U04228,control,desktop,35-44,118,0,0,0,0
U07578,treatment,mobile,18-24,142,1,1,0,0
U00078,control,mobile,18-24,116,1,1,0,0
U07547,treatment,desktop,35-44,116,1,0,0,0
U02899,control,mobile,18-24,96,0,0,0,0
U04821,control,mobile,25-34,54,0,0,0,0
U09303,treatment,mobile,25-34,137,0,0,0,0
U06414,treatment,mobile,45+,84,0,0,0,0
U09065,treatment,mobile,18-24,138,1,1,1,202259
U08008,treatment,mobile,45+,130,1,0,0,0
U05469,treatment,desktop,25-34,101,0,0,0,0
U05952,treatment,mobile,25-34,118,0,0,0,0
U03392,control,desktop,18-24,122,0,0,0,0
U05416,treatment,desktop,18-24,77,1,1,0,0
U02561,control,desktop,35-44,57,0,0,0,0
U08163,treatment,desktop,25-34,125,1,1,1,237139
U02636,control,desktop,18-24,58,0,0,0,0
U05257,treatment,mobile,25-34,97,1,1,1,182488
U03531,control,mobile,45+,86,1,1,1,164623
U08568,treatment,desktop,25-34,71,1,0,0,0
U01909,control,mobile,35-44,32,0,0,0,0
U00236,control,desktop,18-24,91,1,1,0,0
U01605,control,mobile,25-34,150,0,0,0,0
U07985,treatment,desktop,25-34,127,1,1,1,245217
U03491,control,mobile,35-44,53,1,1,0,0
U01995,control,desktop,45+,90,0,0,0,0
U02825,control,mobile,25-34,114,0,0,0,0
U09286,treatment,desktop,18-24,147,1,0,0,0
U01343,control,desktop,25-34,94,0,0,0,0
U08513,treatment,desktop,18-24,121,0,0,0,0
U01620,control,desktop,35-44,82,1,1,0,0
U05288,treatment,mobile,25-34,100,0,0,0,0
U02061,control,mobile,45+,62,0,0,0,0
U09956,treatment,mobile,35-44,129,1,0,0,0
U02220,control,mobile,45+,61,0,0,0,0
U06039,treatment,mobile,18-24,94,1,1,1,188237
U00261,control,desktop,18-24,90,0,0,0,0
U09366,treatment,desktop,18-24,134,0,0,0,0
U09094,treatment,desktop,18-24,116,1,1,1,288268
U03745,control,mobile,25-34,110,0,0,0,0
U02027,control,desktop,18-24,69,0,0,0,0
U06989,treatment,mobile,35-44,65,0,0,0,0
U04235,control,mobile,35-44,83,1,0,0,0
U01918,control,mobile,45+,95,0,0,0,0
U01829,control,desktop,25-34,81,1,1,1,195164
U06234,treatment,mobile,25-34,64,1,1,1,192076
U09333,treatment,mobile,18-24,103,0,0,0,0
U06284,treatment,desktop,25-34,101,1,1,0,0
U04209,control,mobile,35-44,98,1,1,1,144570
U00225,control,mobile,25-34,84,0,0,0,0
U08916,treatment,mobile,35-44,161,0,0,0,0
U06470,treatment,mobile,25-34,127,0,0,0,0
U09414,treatment,mobile,35-44,104,0,0,0,0
U00847,control,mobile,18-24,92,1,0,0,0
U04290,control,desktop,18-24,67,0,0,0,0
U05561,treatment,mobile,18-24,95,1,1,1,98352
U02552,control,mobile,25-34,71,1,0,0,0
U00118,control,mobile,25-34,72,0,0,0,0
U08838,treatment,desktop,35-44,136,0,0,0,0
U05967,treatment,mobile,25-34,141,1,1,0,0
U08196,treatment,mobile,25-34,117,0,0,0,0
U08660,treatment,mobile,35-44,77,0,0,0,0
U07490,treatment,mobile,18-24,148,0,0,0,0
U00006,control,mobile,18-24,92,0,0,0,0
U05343,treatment,mobile,18-24,104,0,0,0,0
U09112,treatment,desktop,25-34,85,0,0,0,0
U04325,control,desktop,18-24,76,1,0,0,0
U01064,control,mobile,25-34,88,1,1,0,0
U02591,control,desktop,18-24,64,0,0,0,0
U08435,treatment,mobile,25-34,127,1,1,1,219572
U03736,control,mobile,45+,100,0,0,0,0
U03518,control,mobile,45+,79,0,0,0,0
U06987,treatment,mobile,35-44,105,0,0,0,0
U06768,treatment,mobile,45+,137,0,0,0,0
U05623,treatment,tablet,45+,153,0,0,0,0
U01606,control,mobile,18-24,124,1,0,0,0
U01734,control,mobile,25-34,74,0,0,0,0
U09342,treatment,tablet,35-44,135,0,0,0,0
U03813,control,mobile,35-44,129,1,0,0,0
U09625,treatment,mobile,25-34,106,0,0,0,0
U01762,control,desktop,18-24,103,1,0,0,0
U05402,treatment,mobile,35-44,143,1,0,0,0
U02740,control,mobile,18-24,94,0,0,0,0
U02473,control,desktop,35-44,104,1,0,0,0
U06739,treatment,desktop,25-34,179,0,0,0,0
U06892,treatment,desktop,25-34,52,0,0,0,0
U07944,treatment,mobile,35-44,83,1,0,0,0
U04207,control,mobile,25-34,90,1,1,1,165770
U06372,treatment,desktop,18-24,108,1,0,0,0
U00233,control,mobile,35-44,103,0,0,0,0
U08259,treatment,desktop,25-34,132,0,0,0,0
U07562,treatment,mobile,35-44,143,0,0,0,0
U06169,treatment,desktop,18-24,69,1,1,1,193226
U03597,control,mobile,25-34,80,0,0,0,0
U06289,treatment,desktop,25-34,118,0,0,0,0
U04633,control,desktop,18-24,103,1,1,1,259047
U00126,control,mobile,25-34,90,0,0,0,0
U07642,treatment,mobile,25-34,111,0,0,0,0
U06230,treatment,mobile,18-24,102,0,0,0,0
U01297,control,mobile,25-34,141,0,0,0,0
U01977,control,mobile,35-44,151,0,0,0,0
U09481,treatment,desktop,35-44,165,0,0,0,0
U09582,treatment,desktop,35-44,151,0,0,0,0
U05751,treatment,desktop,45+,113,1,0,0,0
U08153,treatment,mobile,25-34,143,1,1,0,0
U03087,control,mobile,45+,144,0,0,0,0
U09277,treatment,desktop,35-44,73,1,1,1,270320
U06883,treatment,desktop,18-24,72,0,0,0,0
U09306,treatment,mobile,35-44,66,1,1,1,136648
U07674,treatment,mobile,35-44,141,0,0,0,0
U03346,control,desktop,35-44,92,0,0,0,0
U08173,treatment,tablet,18-24,117,0,0,0,0
U09422,treatment,mobile,35-44,93,0,0,0,0
U05871,treatment,mobile,18-24,166,0,0,0,0
U06507,treatment,mobile,25-34,148,0,0,0,0
U02798,control,desktop,18-24,159,1,1,1,238604
U00919,control,desktop,18-24,109,0,0,0,0
U01647,control,mobile,35-44,115,0,0,0,0
U05123,treatment,desktop,25-34,119,0,0,0,0
U05127,treatment,desktop,35-44,57,1,1,1,161490
U04622,control,desktop,18-24,79,0,0,0,0
U06810,treatment,desktop,25-34,80,1,0,0,0
U00365,control,tablet,25-34,28,0,0,0,0
U02126,control,desktop,25-34,139,0,0,0,0
U08151,treatment,desktop,25-34,94,0,0,0,0
U08718,treatment,desktop,25-34,99,0,0,0,0
U00056,control,tablet,25-34,157,1,0,0,0
U00639,control,mobile,18-24,104,0,0,0,0
U00303,control,mobile,35-44,78,0,0,0,0
U05812,treatment,mobile,25-34,187,0,0,0,0
U01277,control,mobile,18-24,132,1,0,0,0
U04433,control,mobile,35-44,110,0,0,0,0
U03645,control,desktop,25-34,100,0,0,0,0
U04144,control,desktop,25-34,119,0,0,0,0
U02879,control,mobile,25-34,106,1,1,1,90022
U06494,treatment,desktop,35-44,130,0,0,0,0
U05241,treatment,mobile,25-34,132,0,0,0,0
U09409,treatment,desktop,18-24,110,1,0,0,0
U06938,treatment,desktop,25-34,114,0,0,0,0
U07241,treatment,tablet,25-34,104,0,0,0,0
U02594,control,mobile,35-44,74,0,0,0,0
U02394,control,mobile,25-34,89,0,0,0,0
U00524,control,desktop,25-34,68,0,0,0,0
U06377,treatment,desktop,25-34,93,0,0,0,0
U06982,treatment,mobile,25-34,141,0,0,0,0
U06678,treatment,mobile,18-24,117,1,1,1,294502
U03901,control,mobile,25-34,94,0,0,0,0
U09635,treatment,tablet,18-24,128,0,0,0,0
U05586,treatment,desktop,18-24,128,0,0,0,0
U09361,treatment,mobile,18-24,156,0,0,0,0
U07957,treatment,mobile,18-24,170,0,0,0,0
U07571,treatment,desktop,25-34,106,0,0,0,0
U06778,treatment,tablet,18-24,123,0,0,0,0
U00672,control,desktop,18-24,107,0,0,0,0
U04189,control,desktop,45+,132,0,0,0,0
U00667,control,mobile,35-44,131,0,0,0,0
U03267,control,mobile,25-34,56,0,0,0,0
U01888,control,mobile,25-34,145,0,0,0,0
U08473,treatment,mobile,35-44,113,0,0,0,0
U09092,treatment,mobile,35-44,103,0,0,0,0
U07688,treatment,desktop,18-24,82,1,0,0,0
U06032,treatment,mobile,18-24,125,0,0,0,0
U06091,treatment,desktop,25-34,123,0,0,0,0
U06239,treatment,mobile,35-44,146,1,1,1,259892
U07351,treatment,mobile,18-24,123,0,0,0,0
U07831,treatment,mobile,25-34,158,1,1,1,136719
U00761,control,mobile,35-44,164,0,0,0,0
U06255,treatment,mobile,25-34,97,1,1,1,204400
U01907,control,tablet,18-24,99,1,1,1,208085
U03819,control,desktop,25-34,69,0,0,0,0
U06270,treatment,desktop,18-24,131,0,0,0,0
U04301,control,mobile,18-24,104,0,0,0,0
U05570,treatment,desktop,25-34,103,1,1,1,201188
U07942,treatment,desktop,35-44,73,0,0,0,0
U04165,control,desktop,45+,115,0,0,0,0
U05972,treatment,mobile,18-24,88,1,1,1,67046
U03580,control,mobile,18-24,58,0,0,0,0
U02833,control,mobile,18-24,79,0,0,0,0
U05450,treatment,mobile,35-44,71,1,1,1,167531
U03473,control,desktop,25-34,102,1,1,0,0
U06328,treatment,mobile,25-34,102,0,0,0,0
U00138,control,desktop,18-24,52,0,0,0,0
U07044,treatment,mobile,25-34,148,1,1,1,270780
U04893,control,desktop,35-44,145,0,0,0,0
U02181,control,mobile,18-24,150,1,0,0,0
U07731,treatment,tablet,25-34,120,1,0,0,0
U03178,control,desktop,35-44,63,0,0,0,0
U04855,control,desktop,35-44,42,1,0,0,0
U04638,control,desktop,18-24,104,0,0,0,0
U05116,treatment,desktop,35-44,83,0,0,0,0
U07649,treatment,tablet,18-24,106,1,1,0,0
U04262,control,desktop,25-34,116,1,0,0,0
U01332,control,desktop,35-44,114,1,0,0,0
U07003,treatment,tablet,18-24,119,0,0,0,0
U06942,treatment,mobile,25-34,90,0,0,0,0
U08018,treatment,mobile,18-24,132,1,1,1,211184
U06242,treatment,mobile,35-44,128,1,1,1,320289
U09988,treatment,mobile,18-24,80,1,0,0,0
U06882,treatment,desktop,25-34,90,1,1,1,163190
U04531,control,mobile,18-24,135,0,0,0,0
U04674,control,mobile,18-24,45,0,0,0,0
U06997,treatment,desktop,18-24,117,0,0,0,0
U01253,control,mobile,25-34,124,0,0,0,0
U03375,control,desktop,25-34,116,0,0,0,0
U02815,control,mobile,18-24,87,1,1,1,95581
U04720,control,tablet,35-44,102,1,0,0,0
U06545,treatment,mobile,18-24,135,0,0,0,0
U04859,control,desktop,25-34,112,0,0,0,0
U07902,treatment,mobile,35-44,85,1,1,1,344003
U08581,treatment,desktop,25-34,108,0,0,0,0
U08428,treatment,mobile,25-34,132,0,0,0,0
U01078,control,desktop,25-34,93,0,0,0,0
U04364,control,mobile,18-24,78,0,0,0,0
U00771,control,mobile,25-34,128,1,0,0,0
U08866,treatment,mobile,25-34,87,0,0,0,0
U00250,control,desktop,25-34,78,0,0,0,0
U07240,treatment,desktop,25-34,144,1,1,1,175461
U03420,control,mobile,18-24,71,0,0,0,0
U04977,control,mobile,25-34,28,0,0,0,0
U04545,control,mobile,25-34,69,1,1,1,226563
U05566,treatment,tablet,25-34,96,0,0,0,0
U07940,treatment,tablet,18-24,106,0,0,0,0
U00717,control,desktop,18-24,50,0,0,0,0
U09653,treatment,desktop,35-44,58,0,0,0,0
U02049,control,mobile,18-24,89,0,0,0,0
U05998,treatment,mobile,18-24,148,1,1,1,286603
U06601,treatment,mobile,25-34,78,0,0,0,0
U07246,treatment,mobile,25-34,98,0,0,0,0
U04179,control,mobile,25-34,145,1,1,1,231021
U04810,control,desktop,25-34,118,1,1,1,231180
U09483,treatment,tablet,25-34,128,0,0,0,0
U07141,treatment,desktop,35-44,106,1,0,0,0
U07191,treatment,mobile,45+,144,0,0,0,0
U01461,control,mobile,18-24,137,0,0,0,0
U05990,treatment,desktop,25-34,74,0,0,0,0
U02001,control,mobile,18-24,123,0,0,0,0
U08176,treatment,mobile,25-34,116,1,1,1,124423
U00405,control,mobile,25-34,119,0,0,0,0
U00385,control,desktop,25-34,64,0,0,0,0
U09449,treatment,mobile,35-44,87,0,0,0,0
U09488,treatment,desktop,35-44,159,1,1,1,273971
U01634,control,desktop,25-34,77,0,0,0,0
U09854,treatment,mobile,35-44,117,1,1,0,0
U04785,control,mobile,25-34,68,1,1,1,236289
U09457,treatment,mobile,18-24,113,1,1,1,213668
U06971,treatment,mobile,25-34,127,1,0,0,0
U03926,control,mobile,25-34,119,1,0,0,0
U04159,control,tablet,25-34,94,1,1,1,198272
U07450,treatment,mobile,25-34,69,0,0,0,0
U08416,treatment,mobile,35-44,104,0,0,0,0
U02194,control,mobile,18-24,65,0,0,0,0
U01016,control,tablet,35-44,108,0,0,0,0
U05125,treatment,mobile,25-34,92,0,0,0,0
U07419,treatment,mobile,18-24,161,1,1,1,178369
U07410,treatment,tablet,35-44,87,1,0,0,0
U08990,treatment,desktop,35-44,145,0,0,0,0
U02872,control,tablet,18-24,142,1,0,0,0
U00010,control,desktop,25-34,118,0,0,0,0
U01839,control,tablet,18-24,122,0,0,0,0
U04805,control,desktop,25-34,110,0,0,0,0
U00256,control,mobile,25-34,83,1,0,0,0
U07027,treatment,mobile,18-24,99,1,1,1,174922
U05714,treatment,mobile,35-44,123,1,1,0,0
U03325,control,desktop,18-24,120,0,0,0,0
U07715,treatment,desktop,18-24,55,1,1,1,269578
U01582,control,mobile,45+,81,0,0,0,0
